title,description,regular_cost_ex_gst,regular_cost_plus_gst,markdown_cost_ex_gst,markdown_cost_plus_gst,markdown_percent,stock_availability,product_page_url,primary_image_url,additional_image_urls,source_table_page,checked_at_utc,scrape_status
RAIL MOUNTING SYSTEM .90CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,146.41,161.05,122.01,134.21,16.67,,https://daluawholesale.com.au/product/rail-mounting-system-90cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584021+00:00,ok
RAIL MOUNTING SYSTEM .60CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,134.41,147.85,112.01,123.21,16.67,,https://daluawholesale.com.au/product/rail-mounting-system-60cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584125+00:00,ok
RAIL MOUNTING SYSTEM .45CM,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,120.01,132.01,100.01,110.01,16.67,,https://daluawholesale.com.au/product/rail-mounting-system-45cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584226+00:00,ok
2.75L CORAL ESSENTIALS LID AND DOSING LINE,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,5.70,6.27,4.22,4.64,25.96,,https://daluawholesale.com.au/product/2-75l-coral-essentials-lid-and-dosing-line/,https://daluawholesale.com.au/wp-content/uploads/2021/08/lid.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584328+00:00,ok
500ML CORAL ESSENTIALS LID AND DOSING LINE,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,5.24,5.76,3.88,4.27,25.95,,https://daluawholesale.com.au/product/500ml-ce-dalua-lid-and-dosing-line/,https://daluawholesale.com.au/wp-content/uploads/2021/08/lid.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584431+00:00,ok
VCA NOZZLE 1/2 INCH KIT ALL AQUARIUMS,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,51.94,57.13,41.55,45.71,20.00,,https://daluawholesale.com.au/product/vca-extender-kit-1-2-inch-waterbox-aquaone/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfgfk050x1.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584533+00:00,ok
SALINITY PROBE KIT,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,28.88,31.77,23.65,26.02,18.11,,https://daluawholesale.com.au/product/vca-nozzle-loc-line-1-2-inch-waterbox-aquaone-copy/,https://daluawholesale.com.au/wp-content/uploads/2021/07/ipiccy_image-2.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584650+00:00,ok
Instant Hold Aquascaping Glue 50g,Best for an immediate ultra strong hold of all marine dry rock aquascaping and freshwater wood aquascaping too,13.45,14.80,11.21,12.33,16.65,,https://daluawholesale.com.au/product/jag-aquascaping-glue-50g/,https://daluawholesale.com.au/wp-content/uploads/2024/03/glue-100g.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584761+00:00,ok
Instant Hold Aquascaping Glue 100g,Best for an immediate ultra strong hold of all marine dry rock aquascaping and freshwater wood aquascaping too,18.66,20.53,15.55,17.11,16.67,,https://daluawholesale.com.au/product/aquascaping-glue-100g/,https://daluawholesale.com.au/wp-content/uploads/2024/03/glue-100g.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584865+00:00,ok
CORAL ESSENTIALS ADVANCED REEF ZEOLITE 2L,For the cleanest of reefs. Removes ammonia and houses good bacteria.,30.29,33.32,22.72,24.99,24.99,,https://daluawholesale.com.au/product/coral-essentials-advanced-reef-zeolite-2l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-3.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.584965+00:00,ok
CORAL ESSENTIALS ADVANCED CARBON 2L,"Granulated carbon, sourced from high grade coal with minimal dust.",37.31,41.04,27.98,30.78,25.01,,https://daluawholesale.com.au/product/coral-essentials-advanced-carbon-2l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-7.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585185+00:00,ok
CORAL ESSENTIALS MAGNESIUM UP POWDER 1.2KG,Highest grade magnesium powders for maximum cost savings and precision of dosing.,30.29,33.32,22.72,24.99,24.99,,https://daluawholesale.com.au/product/coral-essentials-magnesium-up-powder-1-2kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-4.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585292+00:00,ok
CORAL ESSENTIALS CALCIUM UP POWDER 3KG,Highest grade calcium powders for maximum cost savings and precision of dosing.,43.83,48.21,32.87,36.16,25.01,,https://daluawholesale.com.au/product/coral-essentials-calcium-up-powder-3kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-6.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585393+00:00,ok
CORAL ESSENTIALS CARBONATE UP POWDER 1.8KG,Highest grade carbonate powders for maximum cost savings and precision of dosing.,30.29,33.32,22.72,24.99,24.99,,https://daluawholesale.com.au/product/coral-essentials-carbonate-up-powder-1-8kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-5.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585493+00:00,ok
EKoral Dosing Pump,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,293.70,323.07,267.00,293.70,9.09,,https://daluawholesale.com.au/product/ekoral-dosing-pump/,https://daluawholesale.com.au/wp-content/uploads/2021/06/download-1.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585598+00:00,ok
"Great White Return Pump 12,000 lph","DC controller, feed modes and adjustable flow on this small profile but super powerful return pump.",332.35,365.59,289.00,317.90,13.04,,https://daluawholesale.com.au/product/great-white-return-pump-12000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585725+00:00,ok
"Great White Return Pump  8,000 lph",There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,274.85,302.34,239.00,262.90,13.04,,https://daluawholesale.com.au/product/great-white-return-pump-8000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585832+00:00,ok
"Great White Return Pump  6,000 lph",There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,228.85,251.74,199.00,218.90,13.04,,https://daluawholesale.com.au/product/great-white-return-pump-6000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.585935+00:00,ok
"Great White Return Pump  4,000 lph",There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,194.35,213.79,169.00,185.90,13.04,,https://daluawholesale.com.au/product/great-white-return-pump-4000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586039+00:00,ok
"Great White Return Pump  3,000 lph",There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,171.35,188.49,149.00,163.90,13.04,,https://daluawholesale.com.au/product/great-white-return-pump-3000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586143+00:00,ok
Hanging Kits for Rails,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,25.34,27.87,21.12,23.23,16.65,,https://daluawholesale.com.au/product/hanging-kits-blaze/,https://daluawholesale.com.au/wp-content/uploads/2021/06/hanging_kit_free_with_every_unit_1024x1024_31eae406-3829-4e67-a89d-6144fc1f18a4_480x480.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586247+00:00,ok
Dual Hanging Mounts,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,70.15,77.17,65.00,71.50,7.34,,https://daluawholesale.com.au/product/dual-hanging-mounts/,https://daluawholesale.com.au/wp-content/uploads/2021/06/dual_web_600x-1.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586354+00:00,ok
Blaze Rimless Ghost Legs,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,62.50,68.75,54.56,60.02,12.70,,https://daluawholesale.com.au/product/rimless-acrylic-ghost-legs-blaze/,https://daluawholesale.com.au/wp-content/uploads/2021/06/71014838_365816300968990_7987213245712695296_n_800x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586459+00:00,ok
POWER SUPPLY DUAL VITAMINI,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,102.35,112.59,89.00,97.90,13.04,,https://daluawholesale.com.au/product/power-supply-dual-vitamini/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gst-1.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586561+00:00,ok
ROTATABLE MOUNTS,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,47.96,52.76,39.97,43.97,16.66,,https://daluawholesale.com.au/product/rotatable-mounts/,https://daluawholesale.com.au/wp-content/uploads/2021/06/VITAMINI-ROTATABLE-MOUNTS-6-600x600-1.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586757+00:00,ok
VITAMINI  60 SUPER ACTINIC,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,186.00,204.60,155.00,170.50,16.67,,https://daluawholesale.com.au/product/vitamini-60-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.586900+00:00,ok
VITAMINI  90 SUPER ACTINIC,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,236.40,260.04,197.00,216.70,16.67,,https://daluawholesale.com.au/product/vitamini-90-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.587017+00:00,ok
VITAMINI 120 SUPER ACTINIC,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,316.80,348.48,264.00,290.40,16.67,,https://daluawholesale.com.au/product/vitamini-120-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.587252+00:00,ok
VITAMINI 150 SUPER ACTINIC,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,428.97,471.87,389.00,427.90,9.32,,https://daluawholesale.com.au/product/vitamini-150-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.587374+00:00,ok
VITAMINI 180 SUPER ACTINIC,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,478.64,526.50,452.00,497.20,5.57,,https://daluawholesale.com.au/product/vitamini-180-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.587487+00:00,ok
VCA NOZZLE 1 INCH PVC FITTING,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,40.80,44.88,32.64,35.90,20.00,,https://daluawholesale.com.au/product/vca-nozzle-1-inch-pvc-fitting/,https://daluawholesale.com.au/wp-content/uploads/2021/06/12-inch-rfg.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.587596+00:00,ok
VCA NOZZLE 3/4 INCH KIT ALL AQUARIUMS,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,56.93,62.62,45.54,50.09,20.01,,https://daluawholesale.com.au/product/vca-nozzle-3-4-inch-redsea-cade/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfkfk075x1.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.587734+00:00,ok
VCA DUAL NOZZLE 1/2 INCH KIT ALL AQUARIUMS,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,59.59,65.55,47.67,52.44,20.00,,https://daluawholesale.com.au/product/vca-dual-nozzle-1-2-inch/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfgfk050x2.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:56.587843+00:00,ok
VCA DUAL NOZZLE 3/4 INCH KIT ALL AQUARIUMS,There are no modifications required to your light. The visor mounting pin simply push-fits into the small screw holes along the bottom of the light.,69.84,76.82,55.87,61.46,20.00,,https://daluawholesale.com.au/product/vca-dual-nozzle-3-4-inch/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfgfk075x2.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.167509+00:00,ok
CORAL ESSENTIALS MAGNESIUM + TRACE 10L,"MAGNESIUM Potassium 12,500 ppm slightly concentrated. Good for tanks 1,200 litres and less",109.33,120.26,82.00,90.20,25.00,,https://daluawholesale.com.au/product/coral-essentials-magnesium-trace-10l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/mag10_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.167741+00:00,ok
CORAL ESSENTIALS CALCIUM + TRACE 10L,"CALCIUM Strontium, barium, Iron, zinc, copper, manganese, chromium, Cobalt and nickel 100,000 ppm highly concentrated. Good for tanks 1,200 litres",109.33,120.26,82.00,90.20,25.00,,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-10l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/cal10_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.167912+00:00,ok
CORAL ESSENTIALS CARBONATE + TRACE 10L,"CARBONATE Boron, bromide, potassium, iodide and sodium fluoride 180,000 ppm highly concentrated. Good for tanks 1,200 litres",109.33,120.26,82.00,90.20,25.00,,https://daluawholesale.com.au/product/coral-essentials-carbonate-trace-10l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/carb10_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.168043+00:00,ok
CORAL ESSENTIALS CARBONATE + TRACE 2.75L,"CARBONATE Boron, bromide, potassium, iodide and sodium fluoride 180,000 ppm highly concentrated. Good for tanks 700 litres and less",43.76,48.14,32.82,36.10,25.00,,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-2-75l-copy/,https://daluawholesale.com.au/wp-content/uploads/2021/06/carb275_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.168191+00:00,ok
CORAL ESSENTIALS CALCIUM + TRACE 2.75L,"CALCIUM Strontium, barium, Iron, zinc, copper, manganese, chromium, Cobalt and nickel 100,000 ppm highly concentrated. Good for tanks 700 litres and less",43.76,48.14,32.82,36.10,25.00,,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-2-75l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/cal275_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.168335+00:00,ok
CORAL ESSENTIALS MAGNESIUM + TRACE 2.75L,"MAGNESIUM Potassium 12,500 ppm slightly concentrated. Good for tanks 700 litres and less",43.76,48.14,32.82,36.10,25.00,,https://daluawholesale.com.au/product/coral-essentials-magnesium-trace-2-75l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/mag275_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.168473+00:00,ok
CORAL ESSENTIALS MAGNESIUM + TRACE 500ML,"MAGNESIUM Potassium 12,500 ppm slightly concentrated. Good for tanks 200 litres and less",21.13,23.24,15.85,17.44,24.99,,https://daluawholesale.com.au/product/coral-essentials-magnesium-trace-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/mag500_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.168630+00:00,ok
CORAL ESSENTIALS CALCIUM + TRACE 500ML,"CALCIUM Strontium, barium, Iron, zinc, copper, manganese, chromium, Cobalt and nickel 100,000 ppm highly concentrated. Good for tanks 200 litres and less",21.13,23.24,15.85,17.44,24.99,,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/cal500_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.168781+00:00,ok
CORAL ESSENTIALS CARBONATE + TRACE 500ML,"CARBONATE Boron, bromide, potassium, iodide and sodium fluoride 180,000 ppm highly concentrated. Good for tanks 200 litres and less",21.13,23.24,15.85,17.44,24.99,,https://daluawholesale.com.au/product/coral-essentials-carbonate-trace-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/carb500_2000x.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.168927+00:00,ok
CORAL ESSENTIALS PHOSPHATE 100ML,"A balanced, inorganic phosphorous source (1,000 ppm).",24.13,26.54,18.10,19.91,24.99,,https://daluawholesale.com.au/product/coral-essentials-phosphate-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/coral-power-phosphate-100ml-bottle_orig.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.169047+00:00,ok
CORAL ESSENTIALS NITRATE 100ML,"A concentrated, inorganic nitrogen source (50,000 ppm).",24.13,26.54,18.10,19.91,24.99,,https://daluawholesale.com.au/product/coral-essentials-nitrate-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/coral-power-nitrate-up-bottle-100ml_orig.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.169158+00:00,ok
CORAL ESSENTIALS STRONTIUM 100ML,"A concentrated solution of strontium (50,000 ppm).",24.13,26.54,18.10,19.91,24.99,,https://daluawholesale.com.au/product/coral-essentials-strontium-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/coral-power-strontium-bottle-100ml_orig.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.169266+00:00,ok
CORAL ESSENTIALS FW DIP 50ML,A very effective product to remove flatworm from SPS Coral.,22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-fw-dip-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.169376+00:00,ok
CORAL ESSENTIALS BIO CLEAN 50ML,A solution of clay compounds for marine aquariums.,22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-bio-clean-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.169485+00:00,ok
CORAL ESSENTIALS POWER BACTERIA FOOD 50ML,A concentrated solution of Acetic Acids and Sucrose for marine aquariums,22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-power-bacteria-food-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.169753+00:00,ok
CORAL ESSENTIALS POTASSIUM 50ML,"A concentrated solution of Potassium Chloride, 150,000ppm for marine aquariums.",22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-potassium-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.169885+00:00,ok
CORAL ESSENTIALS FLUORIDE 50ML,"A concentrated solution of Sodium Fluoride, 30,000ppm (mg/L) for marine aquariums.",22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-fluoride-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170001+00:00,ok
CORAL ESSENTIALS REEF KI3 50ML,A concentrated blend of Potassium Iodide and Iodine (0.5%) for marine aquariums,22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-reef-k13-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170113+00:00,ok
CORAL ESSENTIALS IODINE 50ML,"A concentrated blend of Potassium Iodide 10,000 ppm (1%) for marine aquariums.",22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-iodine-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170280+00:00,ok
CORAL ESSENTIALS IRON 50ML,A concentrated blend of Iron for marine aquariums,22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-iron-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170398+00:00,ok
CORAL ESSENTIALS BROMIDE 50ML,A liquid Sodium Bromide additive at 50000 ppm.,22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-bromide-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170509+00:00,ok
CORAL ESSENTIALS BORON 50ML,"A concentrated liquid boron additive, 50,000 ppm (mg/L)",22.33,24.56,16.75,18.43,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-boron-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170634+00:00,ok
CORAL ESSENTIALS AMINO 100ML,A concentrated blend of essential amino acids for marine aquariums.,45.25,49.78,33.94,37.33,24.99,,https://daluawholesale.com.au/product/coral-essentials-amino-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/amino_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170754+00:00,ok
CORAL ESSENTIALS AMINO 50ML,A concentrated blend of essential amino acids for marine aquariums.,30.19,33.21,22.64,24.90,25.01,,https://daluawholesale.com.au/product/coral-essentials-amino-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/amino_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170863+00:00,ok
CORAL ESSENTIALS GRO 50ML,A concentrated blend of vitamin complexes. It also includes the amino acid L-Lysine.,30.19,33.21,22.64,24.90,25.01,,https://daluawholesale.com.au/product/coral-essentials-gro-50ml-2/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gro_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.170968+00:00,ok
CORAL ESSENTIALS GRO 100ML,A concentrated blend of vitamin complexes. It also includes the amino acid L-Lysine.,45.25,49.78,33.94,37.33,24.99,,https://daluawholesale.com.au/product/coral-essentials-gro-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gro_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171073+00:00,ok
CORAL ESSENTIALS TRACE A 100ML,"A blend of strontium (50,000 ppm) and barium",24.13,26.54,18.10,19.91,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-a-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171181+00:00,ok
CORAL ESSENTIALS TRACE B 100ML,"A concentrated blend of Iron, Zinc, Copper, Manganese, Chromium, Cobalt and Nickel.",24.13,26.54,18.10,19.91,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-b-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171285+00:00,ok
CORAL ESSENTIALS TRACE C 100ML,A blend of Potassium Iodide and Sodium Fluoride.,24.13,26.54,18.10,19.91,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-c-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171384+00:00,ok
CORAL ESSENTIALS TRACE C 50ML,A blend of Potassium Iodide and Sodium Fluoride.,16.89,18.58,12.67,13.94,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-c-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171483+00:00,ok
CORAL ESSENTIALS TRACE B 50ML,"A concentrated blend of Iron, Zinc, Copper, Manganese, Chromium, Cobalt and Nickel.",16.89,18.58,12.67,13.94,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-b-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171587+00:00,ok
CORAL ESSENTIALS TRACE A 50ML,"A blend of strontium (50,000 ppm) and barium",16.89,18.58,12.67,13.94,24.99,,https://daluawholesale.com.au/product/coral-essentials-trace-a-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171847+00:00,ok
MRC X-5 Media Reactor,"5 litre – USA made, ready to use with most products on the market. Comes with threading tape and all pipes and foam etc",199.00,218.90,99.00,108.90,50.25,,https://daluawholesale.com.au/product/mrc-x-5-media-reactor/,https://daluawholesale.com.au/wp-content/uploads/2021/06/x3.jpg,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:57.171974+00:00,ok
