classification,match_score,dalua_title,dalua_cost_ex_gst,dalua_cost_plus_gst,dalua_markdown_ex_gst,dalua_markdown_plus_gst,dalua_product_url,dalua_image_url,shopify_title,shopify_product_url,shopify_retail_price,exclude_reason,review_note,qualification,qualification_reason,proposed_variant_family,variant_group_size
missing,0.500,Marco Rocks Powder,22.57,24.83,19.19,21.11,https://daluawholesale.com.au/product/marco-rocks-powder/,https://daluawholesale.com.au/wp-content/uploads/2023/03/mr-powder.png,,,,,,marine_review,marine/reef range — strategic review,marco rocks powder,
missing,0.471,REAR MOUNT X4,113.58,124.94,94.65,104.12,https://daluawholesale.com.au/product/rear-mount-x4/,https://daluawholesale.com.au/wp-content/uploads/2023/03/x4-rear-arm.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,rear mount x4,1
missing,0.611,RAIL ONLY .45cm,50.94,56.03,42.45,46.70,https://daluawholesale.com.au/product/rail-only-45cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,Firetail Gudgeon 2-4cm,https://nanotanksaustralia.com.au/products/firetail-gudgeon-2-4cm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,rail only,
missing,0.529,PIXEL REAR MOUNT,63.25,69.58,55.00,60.50,https://daluawholesale.com.au/product/pixel-rear-mount/,https://daluawholesale.com.au/wp-content/uploads/2023/01/313980872_1321000825343644_3816405238366919463_n.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel rear mount,1
missing,0.588,RAIL ONLY 180CM,106.61,117.27,88.84,97.72,https://daluawholesale.com.au/product/rail-only-180cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail only,5
missing,0.588,RAIL ONLY 150CM,94.61,104.07,78.84,86.72,https://daluawholesale.com.au/product/rail-only-150cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail only,5
missing,0.595,RAIL ONLY 120CM,83.45,91.80,69.54,76.49,https://daluawholesale.com.au/product/rail-only-120cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail only,5
missing,0.556,RAIL ONLY .90CM,77.34,85.07,64.45,70.90,https://daluawholesale.com.au/product/rail-only-90cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail only,5
missing,0.562,RAIL ONLY .60CM,65.34,71.87,54.45,59.90,https://daluawholesale.com.au/product/rail-only-60cm/,https://daluawholesale.com.au/wp-content/uploads/2023/01/rails.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail only,5
missing,0.513,RAIL MOUNTS ONLY,69.07,75.98,57.56,63.32,https://daluawholesale.com.au/product/rail-mounts-only/,https://daluawholesale.com.au/wp-content/uploads/2023/01/ipiccy_image-85.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,rail mounts only,1
missing,0.471,Hanging Kits X4,35.84,39.42,29.87,32.86,https://daluawholesale.com.au/product/hanging-kits-x4/,https://daluawholesale.com.au/wp-content/uploads/2023/01/324346845_1216181735653113_9112947764971463166_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,hanging kits x4,1
missing,0.577,CORAL ESSENTIALS CORAL FOOD 50G,39.29,43.22,29.47,32.42,https://daluawholesale.com.au/product/coral-essentials-coral-food-50g/,https://daluawholesale.com.au/wp-content/uploads/2023/01/ce-foods.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials coral food,
missing,0.615,Bottom Feeder 15g by SASx`,5.63,6.19,4.35,4.79,https://daluawholesale.com.au/product/bottom-feeder-15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300203547_527960822665890_5414167399628789488_n.jpg,Bottom Feeding Tablets 135g,https://nanotanksaustralia.com.au/products/bottom-feeding-tablets-135g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,bottom feeder by sasx,
missing,0.588,Bottom Feeder 25g by SAS,8.25,9.08,6.37,7.01,https://daluawholesale.com.au/product/bottom-feeder-25g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300203547_527960822665890_5414167399628789488_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,bottom feeder by sas,2
missing,0.588,Bottom Feeder 50g by SAS,13.71,15.08,10.97,12.07,https://daluawholesale.com.au/product/shrimp-sticks-50g-by-sas-copy/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300203547_527960822665890_5414167399628789488_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,bottom feeder by sas,2
missing,0.481,RAIL HORIZONTAL SLIDER FOR X4,30.60,33.66,25.50,28.05,https://daluawholesale.com.au/product/rail-horiontal-slider-for-x4/,https://daluawholesale.com.au/wp-content/uploads/2022/11/x4-slide.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,rail horizontal slider for x4,1
missing,0.789,Mineral Booster 50g,13.71,15.08,10.97,12.07,https://daluawholesale.com.au/product/mineral-booster-50g/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306659999_870612524318629_5412679522835439786_n.jpg,SAS Mineral Booster,https://nanotanksaustralia.com.au/products/sas-mineral-booster-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,mineral booster,
missing,0.634,Shrimp Sticks 50g by SAS,13.71,15.08,10.97,12.07,https://daluawholesale.com.au/product/shrimp-sticks-50g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300241967_634866348331223_8602542379119314714_n.jpg,SAS Shrimp Sticks,https://nanotanksaustralia.com.au/products/sas-shrimp-sticks-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp sticks by sas,
missing,0.683,Shrimp Snow 50g by SAS,13.71,15.08,10.97,12.07,https://daluawholesale.com.au/product/shrimp-snow-50g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/307826509_743932563463412_7753816370075184057_n.jpg,SAS Shrimp Snow 25g,https://nanotanksaustralia.com.au/products/sas-shrimp-snow-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp snow by sas,
missing,0.579,Shrimpy Bits 50g by SAS,13.71,15.08,10.97,12.07,https://daluawholesale.com.au/product/shrimpy-bits-50g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/299129320_2016423121885001_4972031726711310455_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,shrimpy bits by sas,3
missing,0.651,Shrimp Bickies 50g by SAS,13.71,15.08,10.97,12.07,https://daluawholesale.com.au/product/shrimp-bickies-50g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306536131_663871298264860_6122508249802941740_n-1.jpg,SAS Shrimp Bickies,https://nanotanksaustralia.com.au/products/sas-shrimp-bickies-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp bickies by sas,
missing,0.584,Shrimp Aid 50g by SAS,13.71,15.08,10.97,12.07,https://daluawholesale.com.au/product/shrimp-aid-50g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/309076784_1086703358484265_8585647156634237688_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,shrimp aid by sas,3
missing,0.584,Shrimp Aid 25g by SAS,8.25,9.08,6.37,7.01,https://daluawholesale.com.au/product/shrimp-aid-25g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/309076784_1086703358484265_8585647156634237688_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,shrimp aid by sas,3
missing,0.651,Shrimp Bickies 25g by SAS,8.25,9.08,6.37,7.01,https://daluawholesale.com.au/product/shrimp-bickies-25g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306536131_663871298264860_6122508249802941740_n-1.jpg,SAS Shrimp Bickies,https://nanotanksaustralia.com.au/products/sas-shrimp-bickies-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp bickies by sas,
missing,0.579,Shrimpy Bits 25g by SAS,8.25,9.08,6.37,7.01,https://daluawholesale.com.au/product/shrimpy-bits-25g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/299129320_2016423121885001_4972031726711310455_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,shrimpy bits by sas,3
missing,0.762,Shrimp Snow 25g by SAS,8.25,9.08,6.37,7.01,https://daluawholesale.com.au/product/shrimp-snow-25g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/307826509_743932563463412_7753816370075184057_n.jpg,SAS Shrimp Snow 25g,https://nanotanksaustralia.com.au/products/sas-shrimp-snow-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp snow by sas,
missing,0.634,Shrimp Sticks 25g by SAS,8.25,9.08,6.37,7.01,https://daluawholesale.com.au/product/shrimp-sticks-25g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300241967_634866348331223_8602542379119314714_n.jpg,SAS Shrimp Sticks,https://nanotanksaustralia.com.au/products/sas-shrimp-sticks-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp sticks by sas,
missing,0.789,Mineral Booster 25g,8.25,9.08,6.37,7.01,https://daluawholesale.com.au/product/mineral-booster-25g/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306659999_870612524318629_5412679522835439786_n.jpg,SAS Mineral Booster,https://nanotanksaustralia.com.au/products/sas-mineral-booster-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,mineral booster,
missing,0.469,3 in 1 x 15g by SAS,12.43,13.67,9.94,10.93,https://daluawholesale.com.au/product/3-in-1-x-15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/307714716_820266549132082_261810782170492338_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,3 in 1 x by sas,1
missing,0.667,Mineral Booster 15g by SAS,5.63,6.19,4.35,4.79,https://daluawholesale.com.au/product/shrimp-sticks-15g-by-sas-copy/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306659999_870612524318629_5412679522835439786_n.jpg,SAS Mineral Booster,https://nanotanksaustralia.com.au/products/sas-mineral-booster-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,mineral booster by sas,
missing,0.634,Shrimp Sticks 15g by SAS,5.63,6.19,4.35,4.79,https://daluawholesale.com.au/product/shrimp-sticks-15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/300241967_634866348331223_8602542379119314714_n.jpg,SAS Shrimp Sticks,https://nanotanksaustralia.com.au/products/sas-shrimp-sticks-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp sticks by sas,
missing,0.683,Shrimp Snow 15g by SAS,5.63,6.19,4.35,4.79,https://daluawholesale.com.au/product/shrimp-snow-15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/307826509_743932563463412_7753816370075184057_n.jpg,SAS Shrimp Snow 25g,https://nanotanksaustralia.com.au/products/sas-shrimp-snow-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp snow by sas,
missing,0.579,Shrimpy Bits 15g by SAS,5.63,6.19,4.35,4.79,https://daluawholesale.com.au/product/shrimpy-bits15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/299129320_2016423121885001_4972031726711310455_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,shrimpy bits by sas,3
missing,0.651,Shrimp Bickies 15g by SAS,5.63,6.19,4.35,4.79,https://daluawholesale.com.au/product/shrimp-bickies15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306536131_663871298264860_6122508249802941740_n-1.jpg,SAS Shrimp Bickies,https://nanotanksaustralia.com.au/products/sas-shrimp-bickies-25g,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,shrimp bickies by sas,
missing,0.584,Shrimp Aid 15g by SAS,5.63,6.19,4.35,4.79,https://daluawholesale.com.au/product/shrimp-aid-15g-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/309076784_1086703358484265_8585647156634237688_n.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,shrimp aid by sas,3
missing,0.459,Combo 15 Pk Pops by SAS,12.56,13.82,8.97,9.87,https://daluawholesale.com.au/product/combo-15-pk-pops-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306029564_658986699005797_174319744680250816_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,combo 15 pk pops by sas,1
missing,0.541,Probiotic Shrimp Pops 10 Pk by SAS,12.56,13.82,8.97,9.87,https://daluawholesale.com.au/product/probiotic-shrimp-pops-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/309774469_606831097860064_4550634673401991178_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,probiotic shrimp pops 10 pk by sas,1
missing,0.576,Gold Bars Shrimp Pops 10 Pk by SAS,10.57,11.63,7.55,8.31,https://daluawholesale.com.au/product/gold-bars-shrimp-pops-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/308188951_443755454414487_2338672251348399477_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,gold bars shrimp pops 10 pk by sas,1
missing,0.559,Green Backs Shrimp Pops 10 Pk by SAS,10.57,11.63,7.55,8.31,https://daluawholesale.com.au/product/green-backs-shrimp-pops-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/306866351_2537159919760182_5824088169544872126_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,green backs shrimp pops 10 pk by sas,1
missing,0.537,Purple Power Shrimp Pops 10 Pk by SAS,8.40,9.24,7.55,8.31,https://daluawholesale.com.au/product/purple-power-shrimp-pops-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/295934964_778496086773904_7427298440190077198_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,power shrimp pops 10 pk by sas,1
missing,0.554,Red Rods Shrimp Pops 10 Pk by SAS,8.40,9.24,7.55,8.31,https://daluawholesale.com.au/product/red-rods-shrimp-pops-by-sas/,https://daluawholesale.com.au/wp-content/uploads/2022/11/304779904_1790528447964331_7519786597792002125_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,rods shrimp pops 10 pk by sas,1
missing,0.562,X4 AQUASCAPER,749.46,824.41,624.55,687.01,https://daluawholesale.com.au/product/x4-aquascaper/,https://daluawholesale.com.au/wp-content/uploads/2022/10/310307495_689891765893909_1300383956818209605_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,x4 aquascaper,1
missing,0.485,X4 REEFER PRO,749.46,824.41,624.55,687.01,https://daluawholesale.com.au/product/x4-reefer-pro/,https://daluawholesale.com.au/wp-content/uploads/2022/10/309100577_1135739493998832_2503213921825829293_n-1.jpg,,,,,,marine_review,marine/reef range — strategic review,x4 reefer pro,
missing,0.578,PiXel Quad Power Supply,113.85,125.24,99.00,108.90,https://daluawholesale.com.au/product/pixel-to-the-4th-power/,https://daluawholesale.com.au/wp-content/uploads/2022/10/71dtdhXdHkL-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel quad power supply,1
missing,0.578,PiXel Dual Power Supply,56.35,61.99,49.00,53.90,https://daluawholesale.com.au/product/pixel-squared-power/,https://daluawholesale.com.au/wp-content/uploads/2022/10/71dtdhXdHkL.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel dual power supply,1
missing,0.567,PiXel Single Power Supply,28.75,31.63,25.00,27.50,https://daluawholesale.com.au/product/pixel-single-power/,https://daluawholesale.com.au/wp-content/uploads/2022/10/71dtdhXdHkL.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel single power supply,1
missing,0.462,Pixel Fragger,116.47,128.12,99.00,108.90,https://daluawholesale.com.au/product/pixel-fragger/,https://daluawholesale.com.au/wp-content/uploads/2022/10/299119218_641067727419904_7744072794035867576_n.jpg,,,,,,marine_review,marine/reef range — strategic review,pixel fragger,
missing,0.571,Pixel Aquascaper,116.47,128.12,99.00,108.90,https://daluawholesale.com.au/product/pixel-aquascaper/,https://daluawholesale.com.au/wp-content/uploads/2022/10/299119218_641067727419904_7744072794035867576_n.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pixel aquascaper,1
missing,0.467,Pixel Reefer,116.47,128.12,99.00,108.90,https://daluawholesale.com.au/product/pixel-reefer/,https://daluawholesale.com.au/wp-content/uploads/2022/10/299119218_641067727419904_7744072794035867576_n.jpg,,,,,,marine_review,marine/reef range — strategic review,pixel reefer,
missing,0.488,LED Cluster Refugium,48.61,53.47,41.55,45.71,https://daluawholesale.com.au/product/led-cluster-refugium/,https://daluawholesale.com.au/wp-content/uploads/2022/07/download.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,led cluster refugium,1
missing,0.585,LED Cluster AQUASCAPER,48.61,53.47,41.55,45.71,https://daluawholesale.com.au/product/led-cluster-rgbw-freshwater/,https://daluawholesale.com.au/wp-content/uploads/2022/07/download.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,led cluster aquascaper,1
missing,0.465,LED Cluster FRAGGER,48.61,53.47,41.55,45.71,https://daluawholesale.com.au/product/led-cluster-super-actinic-saltwater/,https://daluawholesale.com.au/wp-content/uploads/2022/07/download.jpg,,,,,,marine_review,marine/reef range — strategic review,led cluster fragger,
missing,0.478,LED Cluster REEFER PRO,52.61,57.87,44.97,49.47,https://daluawholesale.com.au/product/blaze-saltwater-gen-2/,https://daluawholesale.com.au/wp-content/uploads/2022/07/download.jpg,,,,,,marine_review,marine/reef range — strategic review,led cluster reefer pro,
missing,0.500,LED Cluster REEFER,52.61,57.87,44.97,49.47,https://daluawholesale.com.au/product/blaze-saltwater-gen-1-cluster/,https://daluawholesale.com.au/wp-content/uploads/2022/07/download.jpg,,,,,,marine_review,marine/reef range — strategic review,led cluster reefer,
missing,0.444,VCA VACUUM CREVICE AND SUMP ATTACHMENT,12.46,13.71,9.97,10.97,https://daluawholesale.com.au/product/vca-vacuum-crevice-and-sump-attachment/,https://daluawholesale.com.au/wp-content/uploads/2022/06/s-l500.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca vacuum crevice and sump attachment,1
missing,0.481,UNIVERSAL HOLDER FOR VITAMINI,18.47,20.32,16.79,18.47,https://daluawholesale.com.au/product/universal-holder-for-vitamini/,https://daluawholesale.com.au/wp-content/uploads/2022/06/UNIVERSAL.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,universal holder for vitamini,1
missing,0.452,VCA NANO NOZZLE 1/4 INCH KIT – ALL AQUARIUMS,43.18,47.50,34.54,37.99,https://daluawholesale.com.au/product/vca-dual-kit-nano-1-4-inch-redsea-cade-waterbox-aquaone-copy/,https://daluawholesale.com.au/wp-content/uploads/2022/06/RFGFK025X1_4233-400x400-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca nano nozzle 1 kit all aquariums,1
missing,0.530,VCA Frozen Food Defroster Cup x 2,23.59,25.95,18.87,20.76,https://daluawholesale.com.au/product/vca-frozen-food-defroster-cup/,https://daluawholesale.com.au/wp-content/uploads/2022/06/DFROST-DDC_0011.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca frozen food defroster cup x 2,1
missing,0.436,VCA DUAL KIT NANO NOZZLE 1/4 INCH ALL AQUARIUMS,52.06,57.27,41.65,45.82,https://daluawholesale.com.au/product/vca-dual-kit-nano-1-4-inch-redsea-cade/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfgfk025x2.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca dual kit nano nozzle 1 all aquariums,1
missing,0.513,"Great White Wavemaker 25,000 lph",263.35,289.69,229.00,251.90,https://daluawholesale.com.au/product/great-white-wakemaker-25000-lph/,https://daluawholesale.com.au/wp-content/uploads/2022/06/287244814_575895393903624_8584691391501176578_n-scaled.jpg,,,,,,marine_review,marine/reef range — strategic review,great wavemaker 25 000 lph,
missing,0.487,"Great White Wavemaker 20,000 lph",228.85,251.74,199.00,218.90,https://daluawholesale.com.au/product/great-white-wakemaker-20000-lph/,https://daluawholesale.com.au/wp-content/uploads/2022/06/287244814_575895393903624_8584691391501176578_n-scaled.jpg,,,,,,marine_review,marine/reef range — strategic review,great wavemaker 20 000 lph,
missing,0.513,"Great White Wavemaker 15,000 lph",194.35,213.79,169.00,185.90,https://daluawholesale.com.au/product/great-white-wakemaker-15000-lph/,https://daluawholesale.com.au/wp-content/uploads/2022/06/287244814_575895393903624_8584691391501176578_n-scaled.jpg,,,,,,marine_review,marine/reef range — strategic review,great wavemaker 15 000 lph,
missing,0.487,"Great White Wavemaker 10,000 lph",171.35,188.49,149.00,163.90,https://daluawholesale.com.au/product/great-white-wakemaker-10000-lph/,https://daluawholesale.com.au/wp-content/uploads/2022/06/287244814_575895393903624_8584691391501176578_n-scaled.jpg,,,,,,marine_review,marine/reef range — strategic review,great wavemaker 10 000 lph,
missing,0.468,"Great White Wavemaker 6,000 lph",140.00,154.00,119.00,130.90,https://daluawholesale.com.au/product/great-white-wakemaker-6000-lph/,https://daluawholesale.com.au/wp-content/uploads/2022/06/287244814_575895393903624_8584691391501176578_n-scaled.jpg,,,,,,marine_review,marine/reef range — strategic review,great wavemaker 6 000 lph,
missing,0.561,VCA AQUARIUM TWEEZERS UV YELLOW,26.96,29.66,23.97,26.37,https://daluawholesale.com.au/product/vca-aquarium-tweezers-uv-yellow/,https://daluawholesale.com.au/wp-content/uploads/2022/01/tweezers-yellow.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca aquarium tweezers uv,1
missing,0.556,VCA AQUARIUM TWEEZERS SUNSET ORANGE,26.96,29.66,23.97,26.37,https://daluawholesale.com.au/product/vca-aquarium-tweezers-sunset-orange/,https://daluawholesale.com.au/wp-content/uploads/2022/01/tweezers-orange.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca aquarium tweezers sunset orange,1
missing,0.491,CORAL ESSENTIALS MOLYBDENUM 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-molybdenum-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials molybdenum,
missing,0.566,CORAL ESSENTIALS NICKEL 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-nickel-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials nickel,
missing,0.545,CORAL ESSENTIALS CHROMIUM 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-chromium-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials chromium,
missing,0.588,CORAL ESSENTIALS ZINC 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-zinc-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials zinc,
missing,0.566,CORAL ESSENTIALS COBALT 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-cobalt-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials cobalt,
missing,0.545,CORAL ESSENTIALS SELENIUM 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-selenium-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials selenium,
missing,0.500,CORAL ESSENTIALS MANGANESE 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-manganese-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials manganese,
missing,0.593,CORAL ESSENTIALS LITHIUM 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-lithium-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials lithium,
missing,0.453,ROTATABLE HOLDERS FOR VITAMINI,49.99,54.99,46.45,51.10,https://daluawholesale.com.au/product/rotatable-clips-for-vitamini/,https://daluawholesale.com.au/wp-content/uploads/2022/01/rtb-clip.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,rotatable holders for vitamini,1
missing,0.596,CORAL ESSENTIALS CVE 500ml,43.76,48.14,32.82,36.10,https://daluawholesale.com.au/product/coral-essentials-cve-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/12/500ml-cve.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials cve,
missing,0.549,CORAL ESSENTIALS CVE 2.75L,176.36,194.00,132.27,145.50,https://daluawholesale.com.au/product/coral-essentials-cve-2-75l/,https://daluawholesale.com.au/wp-content/uploads/2021/12/2.75-cve.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials cve,
missing,0.516,SHADING PLATE VITAMINI UPGRADE KIT,15.55,17.11,12.00,13.20,https://daluawholesale.com.au/product/shading-plate-vitamini-upgrade-kit/,https://daluawholesale.com.au/wp-content/uploads/2021/09/221725234_356442646072093_1645175897856209480_n-scaled.jpg,,,,,,manual_review,special/preorder/high-value equipment item,shading plate vitamini upgrade kit,
missing,0.621,RAIL MOUNTING SYSTEM 180CM,175.68,193.25,146.40,161.04,https://daluawholesale.com.au/product/rail-mounting-system-180cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,Rotala rotundifolia 5 Stems 10cm,https://nanotanksaustralia.com.au/products/rotala-rotundifolia-5-stems-10cm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,rail mounting system,
missing,0.621,RAIL MOUNTING SYSTEM 150CM,163.68,180.05,136.40,150.04,https://daluawholesale.com.au/product/rail-mounting-system-150cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,Rotala rotundifolia 5 Stems 10cm,https://nanotanksaustralia.com.au/products/rotala-rotundifolia-5-stems-10cm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,rail mounting system,
missing,0.621,RAIL MOUNTING SYSTEM 120CM,152.52,167.77,127.10,139.81,https://daluawholesale.com.au/product/rail-mounting-system-120cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,Rotala rotundifolia 5 Stems 10cm,https://nanotanksaustralia.com.au/products/rotala-rotundifolia-5-stems-10cm,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,rail mounting system,
